dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score,heavy_analysis_available,heavy_analysis_overall_score,structured_data_json_ld_count,structured_data_valid_json_ld_count,structured_data_malformed_json_ld_count,structured_data_schema_type_count,structured_data_business_schema_present,structured_data_offer_schema_present,structured_data_faq_schema_present,structured_data_breadcrumb_schema_present,structured_data_score,mobile_viewport_present,mobile_readiness_score,rendering_browser_fetch_used,rendering_js_dependency_risk,rendering_text_html_ratio,rendering_score,performance_html_size_kb,performance_dom_node_count,performance_script_count,performance_stylesheet_count,performance_image_count,performance_response_time_ms,performance_resource_complexity_score,performance_proxy_score,intent_is_commercial,intent_is_local_commercial,intent_is_informational,intent_is_navigational,intent_confidence,query_local_modifier,commercial_intent_score,local_intent_score,informational_intent_score,navigational_intent_score,commercial_intent_alignment,local_intent_alignment,informational_intent_alignment,navigational_intent_alignment,intent_alignment_score,feature_policy_version
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,73.9,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,mebelmsk.ru,2,0,,,content,ok,,..\dataset-v2\artifacts\query--74893cce33d21543.json,c0c3ed97e0e9c260d3825cd7a1fc2f6059062f7c,583097,73.9,9600,60000,1600,1200,0.351195,6.001,90,16.0931,36,1,7,1,9,1,92,1,110,0,0,0,110,3,3,0.75,0.75,9,0.75,9,0.027673,0.75,80,24,40,1,4,44,11,62.1094,80,28,60,0.251572,0.076313,0.608623,1,1,9.375,0.140625,0.456467,0.456467,0.456467,0.5625,0.608623,0.8125,0.327273,0.758621,0.691824,0.213745,0.608623,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,1,0.96,1,5,0,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,0.8,9,7,1,0.777778,0.859259,1,0.401784,1,0,1,0,0,0,0,0,0,1,0.91,1,0.666131,0.076313,0.333869,398.2803,2986,41,7,155,10545.5731,0.267691,0.363268,0,0,0,0,0.5,1,0,0.5,0,0,0.754365,0.809725,0.648704,0.732165,0.686522,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,72.8,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.kuxni.net/,kuxni.net,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--973017b59bdf3c3a.json,dde94631f82a7b63861d17c01608ad3c1e014f56,810297,72.8,9600,60000,1600,1200,0.217771,4.9701,90,7.719,36,0,0,12,13,1,56,1,130,0,0,0,156,3,2,0.75,0.5,6,0.5,12,0.024797,1,80,24,40,9,4,54,13.5,165.5526,72.325544,24.956287,42.441583,1.430615,0.063146,0.734294,1,1,13.826374,0.342105,0.734294,0.55072,0.367147,0.375,0.734294,0.7875,0.981818,0.896552,0.826578,0.159908,0.734294,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,9,0,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1,0,0,0.8,8,4,0.888889,0.444444,0.711111,1,0.392093,0,0,0,0,0,0,0,0,0,1,0.91,1,0.620879,0.063146,0.379121,648.6924,3076,27,26,157,13766.4932,0.155668,0.279251,0,0,0,0,0.5,1,0,0.5,0,0,0.813233,0.8495,0.671166,0.78148,0.765843,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,77.4,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://mebel-renessans.ru/kuhni,mebel-renessans.ru,5,0,,,content,ok,,..\dataset-v2\artifacts\query--25319d0ffeba7f8d.json,1f640c38f71082ff72ed2dd70b165b38bbf30dcc,1007570,77.4,9600,60000,1600,1040,0.299625,5.5854,90,13.5586,36,1,10,12,18,1,130,1,254,0,0,0,121,3,4,0.75,0.75,12,0.75,6,0.03486,1,80,24,40,1,21,344,16.380952,14.7076,80,28,60,0.288101,0.033303,0.753733,1,1,5.406542,0.419492,0.753733,0.5653,0.5653,0.5625,0.753733,0.85,0,0.248276,0.837991,0.225838,0.753733,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,1,10,0,1,1,1,1,1,1,1,1,1,1,1,1,51,1,1,1,1,0.8,9,8,1,0.888889,0.896296,1,0.41175,1,1,0,1,1,0,0,0,0.2875,1,0.91,1,0.854298,0.033303,0.145702,732.9346,5715,88,5,324,4267.1849,0.188398,0.303798,0,0,0,0,0.5,1,0,0.5,0,0,0.85424,0.878945,0.761639,0.827419,0.807812,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,70.2,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://lorena-kuhni.ru/,lorena-kuhni.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--ae808e9badaf4a77.json,66d9b6eb8d35ec83fe482784c4a5d144292a5118,954966,70.2,9600,60000,1600,927,0.41255,6.134,87,25.8276,36,0,3,0,3,1,65,1,216,0,0,0,62,3,2,0.75,0.5,0,0,8,0.027592,1,80,24,40,17,9,116,12.888889,31.6479,80,28,52.959502,7.565643,0.019327,0.774847,1,1,7.021875,0.042254,0.774847,0.581135,0,0,0.774847,0.6625,0.818182,0.510345,0.919745,0.319663,0.774847,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,3,0,1,1,1,1,1,1,1,1,1,0,1,1,13,1,1,1,1,0.8,9,7,1,0.777778,0.859259,1,0.299292,0,0,0,0,0,0,0,0,0,1,0.91,1,0.915445,0.019327,0.084555,841.4404,2692,50,20,72,11558.9428,0.053484,0.202613,0,0,0,0,0.5,1,0,0.5,0,0,0.825492,0.853447,0.705839,0.762841,0.732596,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,72.1,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,bestmebelshop.ru,7,0,,,product,ok,,..\dataset-v2\artifacts\query--77d8ff6db0ce3459.json,690565fe3fca7df67b868c114514e42be1910537,963330,72.1,9600,60000,1600,677,0.277005,4.4509,90,14.5476,1,1,0,0,1,1,62,1,143,0,0,0,41,3,3,0.75,0.75,1,0.25,9,0.016776,1,80,24,40,2,4,101,25.25,180,80,28,60,0.818331,0.018012,0.407854,1,1,5.737089,1,0.407854,0.305891,0.101963,0.1875,0.407854,0.725,0.872727,0.986207,0.559193,0.112978,0.407854,200,1,0,0,0,0,1,0,0,0,1,1,1,0,0,3,0,0,1,0.7,1,0.75,0.89,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,53,1,1,1,1,1,9,9,1,1,1,1,0.504691,3,3,0,3,1,1,0,1,0.8125,1,0.91,1,0.921196,0.018012,0.078804,773.8701,4323,76,24,338,8088.1905,0.07328,0.21746,0,0,0,0,0.5,1,0,0.5,0,0,0.717797,0.792663,0.497316,0.652499,0.588039,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,81.1,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.100-kuhon.ru/,100-kuhon.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f3bad9eda3b7a37f.json,7d9dbd1bcc2eab103748aa4eaad94840acdd6159,234684,81.1,9600,60000,1600,1200,0.451075,5.6527,90,12.0446,36,1,10,9,18,1,51,1,191,0,0,0,75,3,3,0.75,0.75,6,0.75,3,0.027798,1,80,24,40,3,9,97,10.777778,31.0115,76.352854,22.238695,36.693847,1.111935,0.128385,0.761313,0.75,1,13.097087,0.229885,0.761313,0.570985,0.570985,0.5625,0.761313,0.7875,0.927273,0.682759,0.926612,0.343409,0.761313,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,1,1,1,1,7,9,0.777778,1,0.925926,1,0.488401,0,0,0,0,0,0,0,0,0,1,0.91,1,0.47,0.128385,0.53,161.5234,1509,21,5,60,10810.7152,0.468137,0.513603,0,0,0,0,0.5,1,0,0.5,0,0,0.83315,0.881377,0.715264,0.820965,0.810616,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,70.6,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://zavodkuhnirf.ru/,zavodkuhnirf.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--06aec8a58a484e78.json,a3c5d5fbd129d88abe6fc7c771e86be7dbe33a9c,251369,70.6,9600,60000,1474,498,0.337856,5.9885,90,13.4,19,1,10,0,11,1,89,1,185,0,0,0,113,2,3,0.5,0.75,5,0.75,23,0.076662,1,80,24,40,5,4,22,5.5,77.5789,80,28,30.529172,3.39213,0.06317,0.699966,1,1,4.89701,0.578947,0.699966,0.349983,0.524975,0.375,0.687833,0.7625,0.381818,0.724138,0,0.193657,0.699966,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,8,1,1,1,1,1,1,0,1,1,1,0,0,1,4,1,1,1,1,1,7,8,0.777778,0.888889,0.888889,1,0.488494,0,0,0,0,0,0,0,0,0,1,0.91,1,0.453632,0.06317,0.546368,172.5527,1610,14,10,155,11001.7971,0.446809,0.497607,0,0,0,0,0.5,1,0,0.5,0,0,0.796862,0.852741,0.6544,0.763113,0.743735,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,73.6,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://masterskayakuhon.ru/,masterskayakuhon.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--a5563b24696c0347.json,93fba73b08d169aef30ea8ff28620c675c2a59f0,837339,73.6,9600,60000,1600,1200,0.354324,6.0818,90,13.4339,34,1,10,6,18,1,83,1,230,0,0,0,396,3,5,0.6,0.8,6,0.8,59,0.03784,1,80,24,40,0,8,118,14.75,180,32.967033,27.233636,33.922599,0,0.136388,0.61933,1,1,30.333333,0.676471,0.61933,0.371598,0.495464,0.48,0.61933,0.81,0.490909,0.413793,0.738653,0.219443,0.61933,200,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,6,1,1,1,1,0.8,8,7,0.888889,0.777778,0.822222,1,0.379721,0,0,0,0,0,0,0,0,0,1,0.91,1,0.65,0.136388,0.35,617.3389,3078,47,15,285,12246.8258,0.128514,0.258885,0,0,0,0,0.4,1,0,0.4,0,0,0.774453,0.762978,0.690332,0.746861,0.724045,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,79.5,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://lenkuhni.ru/,lenkuhni.ru,2,0,,,homepage,ok,,..\dataset-v2\artifacts\query--d2415a8a89ee569b.json,46041782dcb351b1871c453c40a6d82763b23ac1,1013069,79.5,9600,60000,1600,931,0.364669,5.6099,90,15.8571,36,1,1,0,2,1,68,1,227,0,0,0,135,3,5,0.6,0.8,4,0.8,16,0.052879,1,80,24,40,7,15,243,16.2,55.5,80,28,43.869957,2.741872,0.019599,0.69012,1,1,6.334988,0.043478,0.69012,0.414072,0.552096,0.48,0.69012,0.81,0.763636,0.434483,0.237368,0.251665,0.69012,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.29733,0,0,0,0,0,0,0,0,0,1,0.91,1,0.914252,0.019599,0.085748,882.5908,4153,95,25,176,8968.7801,0.041428,0.193571,0,0,0,0,0.4,1,0,0.4,0,0,0.84523,0.885792,0.677306,0.806101,0.770005,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,72.3,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://lavellakitchen.ru/,lavellakitchen.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--2e4f88830a933db2.json,536529683e56599523cb779023dd785288f1ca49,456777,72.3,9600,60000,1600,1003,0.455702,5.8046,90,18.4958,34,1,8,2,11,1,105,1,211,0,0,0,109,5,6,0.8,0.6,10,0.6,14,0.049523,1,80,24,40,1,3,29,9.666667,64.7353,80,28,60,0.454339,0.051143,0.607958,1,1,4.59499,0.323529,0.607958,0.486366,0.364775,0.48,0.607958,0.83,0.090909,0.544828,0.349235,0.277048,0.607958,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.39768,1,1,0,1,0,0,0,0,0.1375,1,0.91,1,0.77625,0.051143,0.22375,309.6055,2818,56,52,77,11071.8437,0.209295,0.319471,0,0,0,0,0.4,1,0,0.4,0,0,0.792883,0.849588,0.634766,0.756681,0.723911,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,73.6,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://neva-kuhni.ru/,neva-kuhni.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f6a193247f4dffa0.json,22dd164abcf60fd47022828d978af38fba0bddb3,1002408,73.6,7926,60000,1159,532,0.459016,5.6911,63,18.3968,8,1,1,7,9,1,59,1,200,0,0,0,59,4,2,0.8,0.4,4,0.6,16,0.050906,1,44,24,40,10,6,66,11,144.875,37.963762,28,60,8.628128,0.008418,0.635316,1,1,26.340909,1.125,0.635316,0.508253,0.38119,0.48,0.490887,0.83,0.927273,0.62069,0.303135,0.187771,0.635316,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,4,0,1,1,0,1,1,1,1,1,1,0,0,1,7,1,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.28439,0,0,0,0,0,0,0,0,0,1,0.91,1,0.963173,0.008418,0.036827,929.6309,2383,88,179,42,7513.3149,0.037647,0.190735,0,0,0,0,0.4,1,0,0.4,0,0,0.7591,0.812726,0.612237,0.734811,0.722745,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,79.7,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://kuhnihome.spb.ru/,kuhnihome.spb.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--11bc722e3fbdbfc3.json,0e86c9890b80487a4cc2fa318e863f2a95305d8e,357016,79.7,9600,60000,1600,1200,0.379817,4.9108,64,38,5,1,4,3,8,1,50,1,140,0,0,0,171,4,5,0.8,1,7,0.6,35,0.036406,1,80,24,40,4,8,61,7.625,180,22.780498,11.070896,9.367681,0.851607,0.124598,0.628484,1,1,43.897196,1.6,0.628484,0.502787,0.37709,0.48,0.628484,0.83,0.909091,0.965517,0.786459,0.238709,0.628484,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,17,0,1,1,1,0.6,8,8,0.888889,0.888889,0.792593,1,0.488014,1,3,0,2,0,0,0,0,0.3625,1,0.91,1,0.65,0.124598,0.35,263.7139,2334,49,24,52,8192.6735,0.22274,0.329555,0,0,0,0,0.4,1,0,0.4,0,0,0.764767,0.804162,0.643691,0.756938,0.747103,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,72.5,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://novakuhni.ru/,novakuhni.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--026a10e7b29523bc.json,cfd2a7dc471e362ffe4141acf31a4b9aa017c1bb,1111991,72.5,9600,60000,1600,1100,0.413378,5.4119,90,24.8692,36,1,6,0,7,1,67,1,242,0,0,0,91,3,4,0.6,0.8,3,0.6,6,0.034198,1,80,24,40,16,12,93,7.75,32.8519,80,28,52.987599,6.012777,0.018014,0.355196,1,1,10.003759,0.08642,0.355196,0.213118,0.213118,0.36,0.355196,0.76,0.781818,0.331034,0.860078,0.14683,0.355196,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,0.8,8,8,0.888889,0.888889,0.859259,1,0.361476,1,1,0,1,1,0,0,0,0.2875,1,0.91,1,0.921188,0.018014,0.078812,991.7275,4451,43,42,524,12051.6625,0.009455,0.169591,0,0,0,0,0.4,1,0,0.4,0,0,0.6725,0.692241,0.558535,0.649103,0.60551,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,73.3,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://lubimaya-kuhnya.ru/,lubimaya-kuhnya.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--9684fc90e4682d05.json,203d250599fb81c716a3c4c7b184743585d2c84e,1487579,73.3,9600,60000,1600,770,0.411325,5.4215,90,16.8649,19,1,10,7,18,1,110,1,246,0,0,0,106,6,4,0.8,0.6,7,0.8,13,0.056624,0.8,80,24,40,24,8,68,8.5,98.5263,80,13.354701,55.555556,31.517094,0.009064,0.610327,1,1,5.243697,0.947368,0.488262,0.488262,0.488262,0.64,0.610327,0.85,0,0.303448,0.090028,0.251043,0.610327,200,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,8,1,1,1,1,1,1,1,1,1,1,0,0,1,17,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.298976,0,0,0,0,0,0,0,0,0,1,0.94375,1,0.960346,0.009064,0.039654,1344.5703,3175,116,150,25,11700.7453,0.066667,0.2125,0,0,0,0,0.4,1,0,0.4,0,0,0.763383,0.829799,0.602335,0.732921,0.690199,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,71.9,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://structurakitchen.ru/,structurakitchen.ru,10,0,,,homepage,ok,,..\dataset-v2\artifacts\query--3f406be85a5db1b2.json,c18fa4c4216165954e34fcc6c0a9bef3da9ae33c,598426,71.9,9202,60000,1322,579,0.437973,5.6452,77,17.1688,24,2,5,5,15,1,60,1,205,0,0,0,64,4,1,0.8,0.2,8,0.8,22,0.048411,0.8,70,24,40,0,4,48,12,55.0833,52.950076,28,60,0,0.016962,0.595091,1,1,18.885714,0.625,0.476073,0.476073,0.476073,0.64,0.524474,0.85,0.909091,0.586207,0.309027,0.191421,0.595091,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,7,1,1,1,1,1,0,1,1,1,0,0,0,1,5,1,1,1,1,1,7,7,0.777778,0.777778,0.851852,1,0.316304,0,0,0,0,0,0,0,0,0,1,0.91,1,0.925792,0.016962,0.074208,538.1299,1719,75,92,43,7527.1814,0.158011,0.281008,0,0,0,0,0.4,1,0,0.4,0,0,0.737875,0.813391,0.578567,0.717063,0.683266,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,70.5,кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://kitchenrm.ru/,kitchenrm.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--0e790d9c52748813.json,8ea25722900ad38d5496290cfd5f9e6e2145ecbf,836328,70.5,9600,60000,1600,950,0.4,5.7095,42,38,7,1,2,0,3,1,68,1,204,0,0,0,58,4,2,0.75,0.5,2,0.25,31,0.024421,1,80,24,36,9,126,251,1.992063,180,80,28,15.157895,3.789474,0.024079,0.584572,1,1,3.699377,0.428571,0.584572,0.438429,0.146143,0.1875,0.584572,0.725,0.763636,0.593103,0.814035,0.233829,0.584572,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,123,1,1,0,0,1,8,7,0.888889,0.777778,0.888889,1,0.334871,0,0,0,0,0,0,0,0,0,1,0.91,1,0.83037,0.024079,0.16963,678.4453,6907,30,23,342,11515.4701,0.129808,0.259856,0,0,0,0,0.5,1,0,0.5,0,0,0.767359,0.829845,0.562184,0.718648,0.67854,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,79.8,кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://www.lovekuhnya.ru/,lovekuhnya.ru,2,0,,,homepage,ok,,..\dataset-v2\artifacts\query--20503d5be08de361.json,c9f96c7e1bf2bd38732ec01a621606c9bf17a750,1055299,79.8,9600,60000,1600,965,0.288577,5.3122,90,18.3736,36,1,10,4,18,1,109,1,193,0,0,0,302,3,1,0.75,0.25,8,1,24,0.090311,1,80,24,40,8,3,45,15,13.5935,80,28,56.519139,2.392344,0.027054,0.567388,1,1,4.440903,0.073171,0.567388,0.425541,0.567388,0.75,0.567388,0.9125,0.018182,0.668966,0,0.163735,0.567388,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,25,1,1,1,1,1,1,0,1,1,1,0,1,1,22,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.583082,2,4,0,6,1,0,0,1,0.85,1,0.91,1,0.740209,0.027054,0.259791,811.7285,3845,24,8,457,12353.8646,0.200046,0.312535,0,0,0,0,0.5,1,0,0.5,0,0,0.794842,0.853636,0.679882,0.776486,0.746398,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,74.8,кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://ekaterinburg.vernokuhni.ru/,ekaterinburg.vernokuhni.ru,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--84a0792a3943a2c1.json,303f05c3ce200b70d9c8523cac93bf0380824bb4,475138,74.8,9600,60000,1600,1200,0.26879,5.7418,90,13.3788,2,1,0,5,6,1,99,1,193,0,0,0,141,3,4,0.5,0.75,3,0.75,11,0.029357,1,80,24,38,1,4,28,7,180,74.953154,15.198834,7.911722,0.208203,0.103886,0.571556,1,1,13.341667,3,0.571556,0.285778,0.428667,0.375,0.571556,0.7625,0.2,0.668966,0.978555,0.153629,0.571556,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,0,1,1,0,1,1,0,1,1,1,0,0,1,2,1,1,1,1,0.8,6,7,0.666667,0.777778,0.748148,1,0.393177,0,0,0,0,0,0,0,0,0,1,0.91,1,0.65,0.103886,0.35,340.3906,3152,105,25,73,13076.0089,0.200276,0.312707,0,0,0,0,0.5,1,0,0.5,0,0,0.713315,0.78364,0.597475,0.708779,0.701306,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,81.0,кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://na-zakaz-mebel.com/,na-zakaz-mebel.com,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f5f03df6123b9ef4.json,1150472934ac72c501d40e6f617cd414060d9998,266869,81.0,9600,60000,1600,889,0.416979,5.5924,90,13.9346,36,1,10,12,18,1,46,1,169,0,0,0,106,4,3,1,0.75,28,1,22,0.049719,1,80,24,40,12,3,86,28.666667,12.3237,80,28,45.028143,5.628518,0.091799,0.51346,1,1,9.603604,0.421965,0.51346,0.51346,0.51346,1,0.51346,1,0.836364,0.834483,0.342714,0.214102,0.51346,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.55677,0,0,0,0,0,0,0,0,0,1,0.91,1,0.264286,0.091799,0.735714,182.835,1841,5,1,109,4033.5145,0.558489,0.581367,0,0,0,0,0.5,1,0,0.5,0,0,0.7866,0.848836,0.673369,0.774706,0.744567,v5-shortcut-control-v1
