dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://www.potolkoff.ru/,potolkoff.ru,1,0,,,homepage,ok,,artifacts\query--cb9d1ab195e97c39.json,4eb0d0473dfbc5ddbc5b3440ab33e692a7ef95ad,981729,100.0,44967.0,698004.0,6459.0,1545.0,0.23920111472364142,5.7331,604.0,10.6937,287.0,1.0,16.0,2.0,19.0,1.0,74.0,1.0,292.0,0.0,1.0,2.0,171.0,2.0,2.0,0.666667,0.666667,7.0,0.666667,5.0,0.026475,1.0,740.0,368.0,559.0,21.0,10.0,98.0,9.8,22.5052,114.568819,56.974764,86.545905,3.251277,0.064422,0.0,1.0,1.0,8.728378,0.066202,0.0,0.0,0.0,0.444444,0.0,0.8,0.654545,0.0,0.88249,0.0,0.0,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,94.7368,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://rumexpert.ru/,rumexpert.ru,2,0,,,homepage,ok,,artifacts\query--26ce9d5e17250f12.json,51f62402faad6124ff5910cb51bd4562d274e4bc,283641,94.7368,15855.0,181061.0,2170.0,878.0,0.4046082949308756,6.188,102.0,21.2745,303.0,7.0,19.0,25.0,51.0,1.0,84.0,1.0,255.0,1.0,1.0,1.0,51.0,3.0,2.0,1.0,0.666667,26.0,0.666667,6.0,0.023502,1.0,221.0,237.0,46.0,0.0,4.0,41.0,10.25,7.1617,101.843318,109.21659,21.198157,0.0,0.087567,0.525242,1.0,1.0,9.819005,0.168317,0.525242,0.525242,0.350161,0.666667,0.525242,0.916667,0.472727,0.241379,0.78341,0.212517,0.525242,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,0.777778,0.888889,0.888889
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,89.4737,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://100potolkov.ru/,100potolkov.ru,3,0,,,homepage,ok,,artifacts\query--b3b66bcb0a7c56b2.json,ffc1feae0b97026b14c45d417ae06d66d104ec20,314215,89.4737,20168.0,183897.0,3140.0,1069.0,0.34044585987261144,5.2783,182.0,17.2527,37.0,1.0,14.0,0.0,15.0,1.0,74.0,1.0,148.0,0.0,0.0,0.0,91.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,3.0,0.028981,1.0,498.0,86.0,383.0,4.0,2.0,27.0,13.5,84.8649,158.598726,27.388535,121.974522,1.273885,0.10967,0.0,1.0,1.0,6.305221,0.405405,0.0,0.0,0.0,0.444444,0.0,0.8,0.654545,0.97931,0.96603,0.0,0.0,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.8,8.0,8.0,0.888889,0.888889,0.859259
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,84.2105,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://potolki-nova.ru/,potolki-nova.ru,4,0,,,homepage,ok,,artifacts\query--6be4a71bbba46016.json,1df38834f51af12b84917eaf48461dd628cd25c4,503634,84.2105,22899.0,311992.0,3393.0,1179.0,0.34748010610079577,5.634,130.0,26.1,25.0,1.0,4.0,3.0,8.0,1.0,49.0,1.0,256.0,0.0,1.0,2.0,113.0,2.0,3.0,0.666667,1.0,9.0,1.0,12.0,0.033304,1.0,635.0,272.0,439.0,124.0,8.0,27.0,3.375,135.72,187.150015,80.165046,129.384026,36.54583,0.073396,0.0,1.0,1.0,5.343307,0.32,0.0,0.0,0.0,0.666667,0.0,0.883333,0.890909,0.234483,0.889871,0.0,0.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.75,0.85,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,0.888889,0.962963
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,78.9474,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://masterpotolkov.com/,masterpotolkov.com,5,0,,,homepage,ok,,artifacts\query--1f7e54f82eaa404f.json,e87bd685d90984c63bffcf10dfe7e3298cec48e9,338122,78.9474,12834.0,224276.0,1782.0,816.0,0.45791245791245794,6.0269,90.0,19.8,9.0,1.0,8.0,5.0,14.0,1.0,76.0,1.0,246.0,0.0,0.0,0.0,18.0,2.0,2.0,0.666667,0.666667,3.0,0.666667,6.0,0.010101,1.0,290.0,131.0,214.0,10.0,6.0,80.0,13.333333,198.0,162.738496,73.512907,120.089787,5.611672,0.057224,0.529613,1.0,1.0,6.144828,1.555556,0.529613,0.353075,0.353075,0.444444,0.529613,0.8,0.618182,0.303448,0.3367,0.240091,0.529613,200.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.95,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.8,8.0,7.0,0.888889,0.777778,0.822222
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,73.6842,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://7nebo-nf.ru/,7nebo-nf.ru,6,0,,,homepage,ok,,artifacts\query--5113a67e73a7dc8f.json,3a5a5a202f8d96c299af575dec7a5faa97c51977,471038,73.6842,17336.0,334696.0,2541.0,816.0,0.32113341204250295,5.6946,152.0,16.7171,22.0,1.0,10.0,9.0,20.0,1.0,115.0,1.0,150.0,0.0,0.0,0.0,34.0,2.0,2.0,0.666667,0.666667,6.0,0.666667,5.0,0.013381,1.0,435.0,130.0,378.0,0.0,7.0,72.0,10.285714,115.5,171.192444,51.16096,148.760331,0.0,0.051796,0.619515,1.0,1.0,5.841379,0.909091,0.619515,0.41301,0.41301,0.444444,0.619515,0.8,0.0,0.965517,0.446019,0.198947,0.619515,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,0.888889,1.0,0.962963
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,68.4211,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://potolok24moscow.ru/,potolok24moscow.ru,7,0,,,homepage,ok,,artifacts\query--b0d0a8818f483c58.json,68a505c284a9398cbeed9a3954c198ba5d930f0c,396118,68.4211,10587.0,344349.0,1516.0,545.0,0.35949868073878627,5.7757,36.0,42.1111,20.0,5.0,0.0,2.0,7.0,1.0,65.0,1.0,127.0,0.0,0.0,0.0,64.0,2.0,0.0,0.666667,0.0,6.0,0.666667,26.0,0.042216,0.666667,66.0,60.0,106.0,7.0,3.0,70.0,23.333333,75.8,43.53562,39.577836,69.920844,4.617414,0.030745,0.67867,1.0,1.0,22.969697,0.35,0.452447,0.452447,0.452447,0.444444,0.67867,0.75,0.818182,0.875862,0.395192,0.205486,0.67867,200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.7,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,1.0,0.6,5.0,6.0,0.555556,0.666667,0.607407
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,63.1579,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://remexp.ru/,remexp.ru,8,0,,,homepage,ok,,artifacts\query--4b4bf360fbd6daeb.json,f2b7f46365cd3277b211b412e22671a82e75d7f6,481219,63.1579,20307.0,312413.0,3000.0,1050.0,0.35,5.594,236.0,12.7119,90.0,1.0,15.0,22.0,38.0,1.0,65.0,1.0,149.0,0.0,0.0,0.0,85.0,2.0,2.0,0.666667,0.666667,7.0,0.666667,5.0,0.028333,0.666667,631.0,106.0,658.0,49.0,5.0,45.0,9.0,33.3333,210.333333,35.333333,219.333333,16.333333,0.065,0.53596,1.0,1.0,4.754358,0.422222,0.357307,0.357307,0.357307,0.444444,0.53596,0.75,0.818182,0.972414,0.62963,0.187586,0.53596,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.888889,0.888889,0.925926
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,57.8947,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://master-bobr.ru/,master-bobr.ru,9,0,,,homepage,ok,,artifacts\query--2076616f688d19c9.json,53563941b94db55a890b6a0a8deb59733984e389,232131,57.8947,10185.0,173704.0,1395.0,701.0,0.5025089605734767,6.1348,74.0,18.8514,16.0,1.0,9.0,2.0,12.0,1.0,102.0,1.0,194.0,0.0,0.0,0.0,39.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,16.0,0.027957,1.0,145.0,60.0,124.0,20.0,6.0,28.0,4.666667,87.1875,103.942652,43.010753,88.888889,14.336918,0.058634,0.688901,1.0,1.0,9.62069,0.75,0.688901,0.459267,0.459267,0.444444,0.640678,0.8,0.145455,0.662069,0.9319,0.268289,0.688901,200.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.95,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.8,8.0,8.0,0.888889,0.888889,0.859259
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,52.6316,,натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://star-potolok.ru/,star-potolok.ru,10,0,,,homepage,ok,,artifacts\query--72bbef1aabfdb286.json,d95d49468fbe4d2181a3037422586e09825e2d83,398888,52.6316,23748.0,241886.0,3423.0,1152.0,0.33654688869412797,5.728,282.0,12.1383,35.0,1.0,22.0,5.0,28.0,1.0,72.0,1.0,149.0,0.0,0.0,0.0,55.0,2.0,2.0,0.666667,0.666667,9.0,0.666667,3.0,0.016068,1.0,454.0,214.0,317.0,13.0,8.0,50.0,6.25,97.8,132.632194,62.518259,92.608823,3.797838,0.098178,0.476338,1.0,1.0,7.539648,0.8,0.476338,0.317559,0.317559,0.444444,0.476338,0.8,0.690909,0.972414,0.535593,0.16031,0.476338,200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,0.888889,1.0,0.962963
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolok-peter.ru/,potolok-peter.ru,1,0,,,homepage,ok,,artifacts\query--3f4902d614bd9079.json,42c80f5cd297b2ac609d2c33d72c0675089bf357,660323,100.0,9815.0,529197.0,1431.0,527.0,0.36827393431167016,5.7247,61.0,23.459,94.0,1.0,12.0,8.0,21.0,1.0,55.0,1.0,176.0,0.0,0.0,0.0,79.0,3.0,4.0,0.5,0.75,3.0,0.5,30.0,0.055206,0.75,295.0,79.0,234.0,4.0,3.0,118.0,39.333333,15.2234,206.149546,55.20615,163.522013,2.795248,0.018547,0.4584,1.0,1.0,4.850847,0.223404,0.3438,0.2292,0.2292,0.25,0.437314,0.6625,1.0,0.786207,0.119846,0.134209,0.4584,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,0.8,7.0,9.0,0.777778,1.0,0.859259
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,94.7368,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://evita-potolki.ru/,evita-potolki.ru,2,0,,,homepage,ok,,artifacts\query--7c9a93d5c58d44f2.json,560940240f7e329c44c7f57beb4fe55b7524e3e9,1103956,94.7368,24559.0,973617.0,3391.0,1271.0,0.37481568858743736,5.9646,252.0,13.4563,58.0,1.0,42.0,33.0,76.0,1.0,60.0,1.0,147.0,0.0,1.0,1.0,110.0,2.0,1.0,0.5,0.25,37.0,0.75,32.0,0.032439,1.0,260.0,92.0,155.0,36.0,4.0,24.0,6.0,58.4655,76.673548,27.13064,45.70923,10.616337,0.025224,0.461364,1.0,1.0,13.042308,1.310345,0.461364,0.230682,0.346023,0.375,0.461364,0.7625,0.909091,0.986207,0.918706,0.172926,0.461364,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.888889,0.888889,0.925926
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,89.4737,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://spbpotolok.com/,spbpotolok.com,3,0,,,homepage,ok,,artifacts\query--4646341d272790a3.json,7324ecf3cdfb1409f60746422001c51af4954dca,281663,89.4737,21701.0,180948.0,3441.0,1124.0,0.3266492298750363,5.1427,299.0,11.5084,44.0,1.0,1.0,0.0,2.0,1.0,68.0,1.0,191.0,0.0,0.0,0.0,74.0,3.0,2.0,0.75,0.5,3.0,0.75,12.0,0.021505,1.0,165.0,99.0,136.0,54.0,15.0,49.0,3.266667,78.2045,47.951177,28.770706,39.523394,15.693112,0.119929,0.405295,1.0,1.0,20.854545,0.045455,0.405295,0.303971,0.303971,0.5625,0.405295,0.85,0.763636,0.682759,0.716846,0.132389,0.405295,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.95,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,0.0,1.0,1.0,1.0,0.8,8.0,8.0,0.888889,0.888889,0.859259
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,84.2105,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki-sankt-peterburg.ru/,potolki-sankt-peterburg.ru,4,0,,,homepage,ok,,artifacts\query--fd1abc3409cb47ed.json,3d8150d31969702683c3e8b50cd28a96f149f930,1246343,84.2105,12646.0,1109381.0,1762.0,744.0,0.42224744608399545,6.0023,95.0,18.5474,54.0,1.0,12.0,9.0,22.0,1.0,68.0,1.0,112.0,0.0,0.0,0.0,93.0,2.0,3.0,0.5,0.75,14.0,0.75,2.0,0.052781,0.75,266.0,21.0,138.0,0.0,4.0,28.0,7.0,32.6296,150.964813,11.918275,78.320091,0.0,0.011399,0.285703,0.5,1.0,6.62406,0.407407,0.214277,0.142851,0.214277,0.375,0.285703,0.6,0.763636,0.772414,0.180477,0.118091,0.285703,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,0.8,7.0,7.0,0.777778,0.777778,0.785185
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,78.9474,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolkilider.ru/,potolkilider.ru,5,0,,,homepage,ok,,artifacts\query--26ddacbfd4ba061d.json,d2c1f40560f91c16a96decf0265e8fa8b4f22b57,485910,78.9474,26899.0,323078.0,3934.0,1403.0,0.35663446873411286,5.5608,294.0,13.381,172.0,1.0,21.0,11.0,33.0,1.0,143.0,1.0,195.0,0.0,0.0,0.0,103.0,4.0,3.0,0.5,0.75,15.0,0.75,23.0,0.026182,1.0,414.0,146.0,372.0,12.0,15.0,159.0,10.6,22.8721,105.236401,37.112354,94.560244,3.05033,0.083259,0.514608,1.0,1.0,9.502415,0.19186,0.514608,0.257304,0.385956,0.375,0.514608,0.7625,0.0,0.655172,0.872733,0.183527,0.514608,200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,73.6842,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://master-plus.spb.ru/natyazhnye-potolki/,master-plus.spb.ru,6,0,,,content,ok,,artifacts\query--74059ad1c35fb981.json,086f0ca0db01f3916df533c40d6c1ddbde9f0d42,285359,73.6842,14265.0,208231.0,2084.0,584.0,0.2802303262955854,5.6881,132.0,15.7879,491.0,1.0,3.0,7.0,11.0,1.0,40.0,1.0,204.0,0.0,0.0,0.0,94.0,2.0,3.0,0.5,0.75,18.0,0.5,32.0,0.045106,1.0,96.0,164.0,29.0,9.0,4.0,42.0,10.5,4.2444,46.065259,78.694818,13.915547,4.318618,0.068506,0.365474,1.0,1.0,21.708333,0.022403,0.365474,0.182737,0.182737,0.25,0.365474,0.7,0.727273,0.593103,0.496481,0.102417,0.365474,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.75,0.93,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.8,8.0,8.0,0.888889,0.888889,0.859259
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,68.4211,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki-spb.ru/,potolki-spb.ru,7,0,,,homepage,ok,,artifacts\query--122065013e3aa8b6.json,6c6031cf057c6f71dd2ef19f9c29fc738f505663,446063,68.4211,10219.0,351726.0,1632.0,535.0,0.3278186274509804,4.9914,184.0,8.8696,43.0,1.0,7.0,1.0,9.0,1.0,63.0,1.0,171.0,0.0,0.0,0.0,56.0,3.0,6.0,0.5,0.75,5.0,0.75,17.0,0.034314,1.0,224.0,92.0,27.0,30.0,14.0,223.0,15.928571,37.9535,137.254902,56.372549,16.544118,18.382353,0.029054,0.516862,1.0,1.0,7.285714,0.209302,0.516862,0.258431,0.387647,0.375,0.516862,0.7625,0.854545,0.82069,0.856209,0.153623,0.516862,200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.8,7.0,7.0,0.777778,0.777778,0.785185
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,63.1579,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://tuspb.ru/,tuspb.ru,8,0,,,homepage,ok,,artifacts\query--f74391a14f8b616a.json,a36f90d9d6a19c26f8f9e1ac29eba1c06bce65ff,392641,63.1579,49945.0,193948.0,6412.0,1785.0,0.27838427947598254,6.5633,537.0,11.9404,265.0,3.0,13.0,92.0,108.0,1.0,94.0,1.0,265.0,0.0,0.0,0.0,54.0,4.0,4.0,1.0,1.0,20.0,0.75,12.0,0.008422,1.0,190.0,113.0,88.0,3.0,5.0,72.0,14.4,24.1962,29.63194,17.623206,13.724267,0.467873,0.257517,0.443071,1.0,1.0,33.747368,0.407547,0.443071,0.443071,0.332303,0.75,0.443071,0.9375,0.290909,0.172414,0.280724,0.123344,0.443071,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.95,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,31.0,1.0,1.0,1.0,1.0,0.8,8.0,7.0,0.888889,0.777778,0.822222
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,57.8947,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://markakachestva.ru/amenities/3782-luchshie-firmy-natjazhnyh-potolkov-v-sankt-peterburge.html,markakachestva.ru,9,0,,,content,ok,,artifacts\query--881ff2b06d37a00b.json,51e5b5bbe84d840cdf8e01dba0bad2c46e867225,613912,57.8947,39343.0,469061.0,5527.0,1945.0,0.35190881129003077,5.8929,420.0,13.1595,239.0,1.0,11.0,0.0,12.0,1.0,66.0,1.0,233.0,0.0,0.0,0.0,83.0,1.0,1.0,0.25,0.25,4.0,0.75,12.0,0.015017,1.0,203.0,152.0,230.0,45.0,4.0,23.0,5.75,23.1255,36.728786,27.501357,41.613895,8.141849,0.083876,0.429492,1.0,1.0,27.226601,0.050209,0.429492,0.107373,0.322119,0.1875,0.429492,0.675,0.8,0.393103,0.500573,0.151142,0.429492,200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.8,1.0,1.0,0.96,1.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,7.0,8.0,0.777778,0.888889,0.822222
dataset-v2,v2,extraction-v2,hybrid-v1,weak_serp,52.6316,,натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://metrpotolok.ru/,metrpotolok.ru,10,0,,,homepage,ok,,artifacts\query--c7c5c1eb2ab3ac0e.json,6b2ac90a4fe9387c336c5b82505808bcaf397076,1716062,52.6316,17542.0,1557488.0,2441.0,817.0,0.33469889389594426,6.0377,186.0,13.1237,11.0,2.0,7.0,0.0,9.0,1.0,66.0,1.0,165.0,0.0,0.0,0.0,77.0,3.0,1.0,0.75,0.25,10.0,0.75,5.0,0.031544,0.75,472.0,99.0,142.0,48.0,2.0,18.0,9.0,221.9091,193.363376,40.557149,58.17288,19.664072,0.011263,0.366422,1.0,1.0,5.17161,0.818182,0.274817,0.274817,0.274817,0.5625,0.366422,0.8125,0.8,0.862069,0.711389,0.122641,0.366422,200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,0.777778,0.888889,0.888889
