query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://rumexpert.ru/,rumexpert.ru,1,0,,,homepage,ok,,100.0,15864.0,181340.0,2170.0,877.0,0.404147465437788,6.1922,102.0,21.2745,303.0,7.0,19.0,25.0,51.0,1.0,84.0,1.0,255.0,1.0,1.0,1.0,51.0,3.0,2.0,1.0,0.666667,26.0,0.666667,6.0,0.023502,1.0,216.0,237.0,46.0,0.0,4.0,41.0,10.25,7.1617,99.539171,109.21659,21.198157,0.0,0.087482,0.52558,1.0,1.0,10.046296,0.168317,0.52558,0.52558,0.350387,0.666667,0.52558,0.916667,0.472727,0.241379,0.78341,0.212412,0.52558
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://potolok24moscow.ru/,potolok24moscow.ru,2,0,,,homepage,ok,,88.8889,10587.0,343432.0,1516.0,545.0,0.35949868073878627,5.7757,36.0,42.1111,20.0,5.0,0.0,2.0,7.0,1.0,65.0,1.0,127.0,0.0,0.0,0.0,64.0,2.0,0.0,0.666667,0.0,6.0,0.666667,26.0,0.042216,0.666667,65.0,60.0,106.0,7.0,3.0,70.0,23.333333,75.8,42.875989,39.577836,69.920844,4.617414,0.030827,0.67867,1.0,1.0,23.323077,0.35,0.452447,0.452447,0.452447,0.444444,0.67867,0.75,0.818182,0.875862,0.395192,0.205486,0.67867
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://potolki-nova.ru/,potolki-nova.ru,3,0,,,homepage,ok,,77.7778,22903.0,311995.0,3393.0,1180.0,0.3477748305334512,5.6351,130.0,26.1,25.0,1.0,4.0,3.0,8.0,1.0,49.0,1.0,256.0,0.0,1.0,2.0,113.0,2.0,3.0,0.666667,1.0,9.0,1.0,12.0,0.033304,1.0,635.0,272.0,439.0,124.0,8.0,27.0,3.375,135.72,187.150015,80.165046,129.384026,36.54583,0.073408,0.59931,1.0,1.0,5.343307,0.32,0.59931,0.39954,0.59931,0.666667,0.59931,0.883333,0.890909,0.234483,0.889871,0.208425,0.59931
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://www.potolkoff.ru/,potolkoff.ru,4,0,,,homepage,ok,,66.6667,45149.0,698104.0,6480.0,1547.0,0.23873456790123457,5.7386,605.0,10.7107,288.0,1.0,16.0,2.0,19.0,1.0,74.0,1.0,292.0,0.0,1.0,2.0,171.0,2.0,2.0,0.666667,0.666667,7.0,0.666667,5.0,0.026389,1.0,724.0,368.0,562.0,21.0,10.0,103.0,10.3,22.5,111.728395,56.790123,86.728395,3.240741,0.064674,0.511851,1.0,1.0,8.950276,0.065972,0.511851,0.341234,0.341234,0.444444,0.511851,0.8,0.654545,0.0,0.87963,0.122197,0.511851
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://7nebo-nf.ru/,7nebo-nf.ru,5,0,,,homepage,ok,,55.5556,17321.0,338808.0,2538.0,815.0,0.3211189913317573,5.6962,153.0,16.5882,22.0,1.0,10.0,9.0,20.0,1.0,115.0,1.0,150.0,0.0,0.0,0.0,33.0,2.0,2.0,0.666667,0.666667,6.0,0.666667,5.0,0.013002,1.0,444.0,149.0,379.0,0.0,7.0,72.0,10.285714,115.3636,174.940898,58.707644,149.330181,0.0,0.051123,0.619515,1.0,1.0,5.716216,0.909091,0.619515,0.41301,0.41301,0.444444,0.619515,0.8,0.0,0.965517,0.433412,0.198938,0.619515
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://dokapotolok.ru/,dokapotolok.ru,6,0,,,homepage,ok,,44.4444,488.0,165415.0,77.0,12.0,0.15584415584415584,5.3117,6.0,12.8333,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,883.116883,0.0,0.0,0.0,0.00295,0.030695,0.0,0.0,1.132353,0.0,0.0,0.0,0.0,0.0,0.001576,0.0,0.436364,0.0,0.0,0.000205,0.0
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://100potolkov.ru/,100potolkov.ru,8,0,,,homepage,ok,,22.2222,20168.0,183897.0,3140.0,1069.0,0.34044585987261144,5.2783,182.0,17.2527,37.0,1.0,14.0,0.0,15.0,1.0,74.0,1.0,148.0,0.0,0.0,0.0,91.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,3.0,0.028981,1.0,499.0,86.0,383.0,4.0,2.0,27.0,13.5,84.8649,158.917197,27.388535,121.974522,1.273885,0.10967,0.609451,1.0,1.0,6.292585,0.405405,0.609451,0.406301,0.406301,0.444444,0.609451,0.8,0.654545,0.97931,0.96603,0.207485,0.609451
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://pro100-potolok.ru/,pro100-potolok.ru,9,0,,,homepage,ok,,11.1111,6605.0,1302549.0,857.0,449.0,0.5239206534422404,6.5869,51.0,16.8039,133.0,1.0,3.0,0.0,4.0,1.0,63.0,1.0,245.0,0.0,0.0,0.0,53.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,32.0,0.061844,1.0,343.0,144.0,187.0,61.0,11.0,73.0,6.636364,6.4436,400.233372,168.028005,218.203034,71.17853,0.005071,0.595144,1.0,1.0,2.498542,0.030075,0.595144,0.396763,0.396763,0.444444,0.340026,0.8,0.854545,0.310345,0.0,0.148455,0.595144
натяжные потолки Москва,натяжные потолки,commercial,Москва,213,https://deutsch-design.ru/,deutsch-design.ru,10,0,,,homepage,ok,,0.0,16861.0,106401.0,2282.0,1172.0,0.5135845749342682,6.1989,194.0,11.7629,59.0,1.0,11.0,7.0,19.0,1.0,42.0,1.0,274.0,1.0,1.0,1.0,29.0,3.0,2.0,1.0,0.666667,2.0,0.666667,9.0,0.012708,1.0,67.0,105.0,25.0,36.0,0.0,42.0,0.0,38.678,29.36021,46.01227,10.955302,15.775635,0.158467,0.571577,1.0,0.75,34.059701,0.322034,0.571577,0.571577,0.381051,0.666667,0.571577,0.916667,0.763636,0.110345,0.423605,0.293553,0.428683
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolok-peter.ru/,potolok-peter.ru,1,0,,,homepage,ok,,100.0,9815.0,527281.0,1431.0,529.0,0.3696715583508036,5.7247,61.0,23.459,97.0,1.0,12.0,8.0,21.0,1.0,55.0,1.0,176.0,0.0,0.0,0.0,79.0,3.0,4.0,0.5,0.75,3.0,0.5,30.0,0.055206,0.75,289.0,80.0,240.0,4.0,3.0,131.0,43.666667,14.7526,201.956674,55.904962,167.714885,2.795248,0.018614,0.440903,1.0,1.0,4.951557,0.216495,0.330677,0.220451,0.220451,0.25,0.420621,0.6625,1.0,0.786207,0.119846,0.129576,0.440903
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://evita-potolki.ru/,evita-potolki.ru,2,0,,,homepage,ok,,88.8889,24559.0,973617.0,3391.0,1271.0,0.37481568858743736,5.9646,252.0,13.4563,58.0,1.0,42.0,33.0,76.0,1.0,60.0,1.0,153.0,0.0,1.0,1.0,110.0,2.0,1.0,0.5,0.25,37.0,0.75,32.0,0.032439,1.0,252.0,92.0,155.0,37.0,4.0,24.0,6.0,58.4655,74.314362,27.13064,45.70923,10.911236,0.025224,0.461364,1.0,1.0,13.456349,1.310345,0.461364,0.230682,0.346023,0.375,0.461364,0.7625,0.909091,0.944828,0.918706,0.172926,0.461364
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolkilider.ru/,potolkilider.ru,3,0,,,homepage,ok,,77.7778,26724.0,326053.0,3901.0,1404.0,0.35990771597026405,5.5673,306.0,12.7484,210.0,1.0,22.0,17.0,40.0,1.0,143.0,1.0,195.0,0.0,0.0,0.0,103.0,4.0,3.0,0.5,0.75,15.0,0.75,23.0,0.026403,1.0,502.0,176.0,430.0,17.0,17.0,179.0,10.529412,18.5762,128.684953,45.116637,110.228147,4.357857,0.081962,0.514608,1.0,1.0,7.770916,0.190476,0.514608,0.257304,0.385956,0.375,0.514608,0.7625,0.0,0.655172,0.880116,0.185211,0.514608
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki-sankt-peterburg.ru/,potolki-sankt-peterburg.ru,4,0,,,homepage,ok,,66.6667,12646.0,1109199.0,1762.0,744.0,0.42224744608399545,6.0023,95.0,18.5474,68.0,1.0,12.0,9.0,22.0,1.0,68.0,1.0,112.0,0.0,0.0,0.0,93.0,2.0,3.0,0.5,0.75,14.0,0.75,2.0,0.052781,0.75,245.0,21.0,138.0,1.0,4.0,28.0,7.0,25.9118,139.046538,11.918275,78.320091,0.567537,0.011401,0.285703,0.5,1.0,7.191837,0.323529,0.214277,0.142851,0.214277,0.375,0.285703,0.6,0.763636,0.772414,0.180477,0.118091,0.285703
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://tuspb.ru/,tuspb.ru,5,0,,,homepage,ok,,55.5556,49945.0,193950.0,6412.0,1785.0,0.27838427947598254,6.5633,537.0,11.9404,276.0,3.0,13.0,92.0,108.0,1.0,94.0,1.0,265.0,0.0,0.0,0.0,54.0,4.0,4.0,1.0,1.0,20.0,0.75,12.0,0.008422,1.0,218.0,126.0,105.0,3.0,5.0,72.0,14.4,23.2319,33.998752,19.650655,16.375546,0.467873,0.257515,0.443071,1.0,1.0,29.412844,0.391304,0.443071,0.443071,0.332303,0.75,0.443071,0.9375,0.290909,0.172414,0.280724,0.123344,0.443071
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki-spb.ru/,potolki-spb.ru,6,0,,,homepage,ok,,44.4444,9707.0,282645.0,1559.0,504.0,0.32328415651058373,4.9532,174.0,8.9598,54.0,1.0,7.0,1.0,9.0,1.0,63.0,1.0,171.0,0.0,0.0,0.0,56.0,3.0,6.0,0.5,0.75,5.0,0.75,17.0,0.03592,1.0,239.0,92.0,30.0,31.0,14.0,220.0,15.714286,28.8704,153.3034,59.012187,19.243105,19.884541,0.034343,0.516862,1.0,1.0,6.523013,0.166667,0.516862,0.258431,0.387647,0.375,0.516862,0.7625,0.854545,0.82069,0.802651,0.144721,0.516862
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://spbpotolok.com/,spbpotolok.com,7,0,,,homepage,ok,,33.3333,21701.0,181226.0,3441.0,1124.0,0.3266492298750363,5.1427,299.0,11.5084,44.0,1.0,1.0,0.0,2.0,1.0,68.0,1.0,201.0,0.0,0.0,0.0,74.0,3.0,2.0,0.75,0.5,3.0,0.75,12.0,0.021505,1.0,165.0,99.0,136.0,54.0,15.0,49.0,3.266667,78.2045,47.951177,28.770706,39.523394,15.693112,0.119746,0.405295,1.0,1.0,20.854545,0.045455,0.405295,0.303971,0.303971,0.5625,0.405295,0.85,0.763636,0.613793,0.716846,0.132389,0.405295
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://skyprofi.ru/,skyprofi.ru,8,0,,,homepage,ok,,22.2222,18354.0,189926.0,2601.0,1222.0,0.46981930026912727,5.8835,210.0,12.3857,85.0,1.0,7.0,3.0,11.0,1.0,85.0,1.0,189.0,0.0,0.0,0.0,58.0,3.0,3.0,0.75,0.75,7.0,1.0,8.0,0.022299,1.0,374.0,146.0,103.0,36.0,3.0,39.0,13.0,30.6,143.79085,56.132257,39.600154,13.84083,0.096638,0.532959,1.0,1.0,6.954545,0.129412,0.532959,0.399719,0.532959,0.75,0.532959,0.9125,0.454545,0.696552,0.743304,0.250394,0.532959
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki-78.ru/,potolki-78.ru,9,0,,,homepage,ok,,11.1111,14738.0,227776.0,2142.0,963.0,0.4495798319327731,5.7264,155.0,13.8194,21.0,1.0,4.0,1.0,5.0,1.0,81.0,1.0,249.0,0.0,0.0,0.0,67.0,4.0,3.0,0.75,0.75,6.0,0.75,7.0,0.031279,1.0,198.0,196.0,164.0,17.0,6.0,20.0,3.333333,102.0,92.436975,91.503268,76.563959,7.936508,0.064704,0.412957,1.0,1.0,10.818182,0.238095,0.412957,0.309718,0.309718,0.5625,0.412957,0.85,0.527273,0.282759,0.957361,0.185657,0.412957
натяжные потолки Санкт-Петербург,натяжные потолки,commercial,Санкт-Петербург,2,https://potolki.spb.ru/,potolki.spb.ru,10,0,,,homepage,ok,,0.0,5058.0,74541.0,728.0,459.0,0.6304945054945055,5.7981,61.0,11.9344,8.0,1.0,3.0,0.0,4.0,1.0,36.0,1.0,200.0,0.0,0.0,0.0,28.0,2.0,3.0,0.5,0.75,4.0,0.5,9.0,0.038462,1.0,58.0,25.0,35.0,0.0,0.0,6.0,0.0,91.0,79.67033,34.340659,48.076923,0.0,0.067855,0.300638,1.0,0.75,12.551724,0.5,0.300638,0.150319,0.150319,0.25,0.14591,0.7,0.654545,0.62069,0.717949,0.076663,0.225479
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://markakachestva.ru/amenities/9043-luchshie-firmy-natjazhnyh-potolkov-v-ekaterinburge-rejting.html,markakachestva.ru,1,0,,,content,ok,,100.0,13507.0,361784.0,1819.0,887.0,0.4876305662451897,6.2018,147.0,12.3741,37.0,1.0,5.0,0.0,6.0,1.0,62.0,1.0,211.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004948,1.0,133.0,91.0,84.0,26.0,3.0,16.0,5.333333,49.1622,73.117097,50.027488,46.179219,14.293568,0.037334,0.371852,0.333333,1.0,13.676692,0.162162,0.371852,0.0,0.0,0.0,0.371852,0.233333,0.872727,0.544828,0.164926,0.181326,0.371852
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://ekat.steklodom.com/ceiling/,ekat.steklodom.com,2,0,,,content,ok,,88.8889,37334.0,1395273.0,5692.0,1673.0,0.2939212930428672,5.1998,191.0,29.801,17.0,1.0,8.0,0.0,9.0,1.0,82.0,1.0,195.0,0.0,0.0,0.0,42.0,2.0,0.0,0.666667,0.0,2.0,0.666667,11.0,0.007379,1.0,269.0,437.0,880.0,3.0,9.0,135.0,15.0,334.8235,47.259311,76.77442,154.602952,0.527056,0.026757,0.290989,1.0,1.0,21.159851,0.529412,0.290989,0.193993,0.193993,0.444444,0.290989,0.8,0.509091,0.655172,0.245959,0.085528,0.290989
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://natyazhniepotolkiekb.ru/,natyazhniepotolkiekb.ru,3,0,,,homepage,ok,,77.7778,15777.0,564382.0,2251.0,767.0,0.34073745002221234,5.8721,97.0,23.2062,31.0,1.0,7.0,12.0,20.0,1.0,55.0,1.0,121.0,1.0,1.0,1.0,36.0,3.0,2.0,1.0,0.666667,4.0,0.666667,5.0,0.015993,1.0,150.0,85.0,202.0,8.0,7.0,91.0,13.0,72.6129,66.63705,37.760995,89.737894,3.553976,0.027954,0.419701,1.0,1.0,15.006667,0.645161,0.419701,0.419701,0.279801,0.666667,0.419701,0.916667,1.0,0.834483,0.533096,0.143008,0.419701
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://luxpotolok.pro/,luxpotolok.pro,4,0,,,homepage,ok,,66.6667,9902.0,85860.0,1457.0,687.0,0.47151681537405626,5.5903,92.0,15.837,12.0,1.0,9.0,3.0,13.0,1.0,70.0,1.0,173.0,0.0,0.0,0.0,68.0,2.0,0.0,0.666667,0.0,4.0,0.666667,29.0,0.046671,1.0,184.0,69.0,69.0,6.0,4.0,31.0,7.75,121.4167,126.286891,47.357584,47.357584,4.118051,0.115327,0.57084,1.0,1.0,7.918478,1.083333,0.57084,0.38056,0.38056,0.444444,0.554476,0.8,0.727273,0.806897,0.444292,0.217871,0.57084
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://vipceiling.ru/ekb/,vipceiling.ru,5,0,,,content,ok,,55.5556,7696.0,365025.0,1127.0,565.0,0.5013309671694764,5.7232,55.0,20.4909,60.0,0.0,9.0,17.0,25.0,1.0,46.0,1.0,129.0,0.0,0.0,0.0,13.0,2.0,2.0,0.666667,0.666667,1.0,0.333333,6.0,0.011535,1.0,255.0,59.0,238.0,0.0,2.0,8.0,4.0,18.7833,226.264419,52.351375,211.180124,0.0,0.021083,0.484174,1.0,1.0,4.419608,0.416667,0.484174,0.322783,0.161391,0.222222,0.363776,0.716667,0.836364,0.889655,0.384502,0.151977,0.484174
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://ekapotolok.ru/,ekapotolok.ru,6,0,,,homepage,ok,,44.4444,9477.0,405230.0,1431.0,399.0,0.27882599580712786,5.5451,37.0,38.6757,26.0,1.0,1.0,6.0,8.0,1.0,69.0,1.0,174.0,0.0,0.0,0.0,26.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,2.0,0.018169,0.666667,77.0,45.0,283.0,66.0,5.0,66.0,13.2,55.0385,53.808526,31.446541,197.763802,46.121593,0.023387,0.514532,0.666667,1.0,18.584416,0.307692,0.343021,0.343021,0.343021,0.444444,0.490864,0.666667,0.745455,0.8,0.403758,0.114055,0.514532
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://ekb.potolochnik24.ru/,ekb.potolochnik24.ru,7,0,,,homepage,ok,,33.3333,18727.0,400073.0,2519.0,842.0,0.33425962683604604,6.1493,198.0,12.7222,110.0,1.0,19.0,25.0,45.0,1.0,51.0,1.0,134.0,0.0,0.0,0.0,87.0,2.0,2.0,0.666667,0.666667,14.0,0.666667,8.0,0.034538,1.0,164.0,72.0,79.0,50.0,6.0,39.0,6.5,22.9,65.1052,28.582771,31.361651,19.849146,0.046809,0.401578,1.0,1.0,15.359756,0.409091,0.401578,0.267719,0.267719,0.444444,0.401578,0.8,0.927273,0.924138,0.84875,0.134231,0.401578
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://potolokmt.ru/,potolokmt.ru,8,0,,,homepage,ok,,22.2222,16602.0,554027.0,2366.0,692.0,0.29247675401521556,5.7418,180.0,13.1444,142.0,1.0,0.0,0.0,1.0,1.0,67.0,1.0,123.0,0.0,0.0,0.0,117.0,2.0,0.0,0.666667,0.0,2.0,0.666667,6.0,0.049451,1.0,97.0,25.0,155.0,28.0,6.0,61.0,10.166667,16.662,40.997464,10.566357,65.511412,11.83432,0.029966,0.469467,1.0,1.0,24.391753,0.007042,0.469467,0.312978,0.312978,0.444444,0.469467,0.8,0.781818,0.848276,0.351648,0.137308,0.469467
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://potolki-ekaterinburga.ru/,potolki-ekaterinburga.ru,9,0,,,homepage,ok,,11.1111,18904.0,246707.0,2766.0,1151.0,0.41612436731742586,5.6681,201.0,13.7612,26.0,1.0,5.0,1.0,7.0,1.0,43.0,1.0,252.0,0.0,0.0,0.0,61.0,2.0,2.0,0.666667,0.666667,3.0,0.666667,4.0,0.022054,1.0,209.0,212.0,171.0,25.0,6.0,20.0,3.333333,106.3846,75.560376,76.644975,61.822126,9.038322,0.076625,0.450653,1.0,1.0,13.23445,0.269231,0.450653,0.300435,0.300435,0.444444,0.450653,0.8,0.781818,0.262069,0.735117,0.187528,0.450653
натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://lightceiling.ru/,lightceiling.ru,10,0,,,homepage,ok,,0.0,8511.0,167722.0,1191.0,566.0,0.47523089840470195,5.9076,100.0,11.91,40.0,1.0,4.0,7.0,12.0,1.0,40.0,1.0,112.0,1.0,1.0,1.0,58.0,3.0,2.0,1.0,0.666667,18.0,0.666667,19.0,0.048699,1.0,41.0,20.0,44.0,6.0,1.0,17.0,17.0,29.775,34.424853,16.792611,36.943745,5.037783,0.050745,0.57746,1.0,1.0,29.04878,0.3,0.57746,0.57746,0.384973,0.666667,0.458503,0.916667,0.727273,0.772414,0.376714,0.181579,0.57746
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://sibirpotolki.ru/,sibirpotolki.ru,1,0,,,homepage,ok,,100.0,8480.0,76708.0,1259.0,556.0,0.4416203335980937,5.4512,76.0,16.5658,66.0,1.0,10.0,0.0,11.0,1.0,74.0,1.0,152.0,1.0,1.0,1.0,14.0,3.0,2.0,1.0,0.666667,3.0,0.666667,10.0,0.01112,1.0,87.0,44.0,42.0,27.0,5.0,42.0,8.4,19.0758,69.102462,34.948372,33.359809,21.445592,0.110549,0.454811,1.0,1.0,14.471264,0.166667,0.454811,0.454811,0.303207,0.666667,0.381738,0.916667,0.654545,0.951724,0.370665,0.140486,0.454811
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://mirpotolkov-54.ru/,mirpotolkov-54.ru,2,0,,,homepage,ok,,88.8889,12984.0,117937.0,2033.0,847.0,0.41662567634038367,5.2376,131.0,15.5191,9.0,1.0,2.0,12.0,15.0,1.0,60.0,1.0,171.0,1.0,1.0,3.0,71.0,3.0,3.0,1.0,1.0,9.0,1.0,24.0,0.034924,1.0,114.0,90.0,74.0,4.0,7.0,96.0,13.714286,225.8889,56.074766,44.269552,36.39941,1.967536,0.110093,0.341573,1.0,1.0,17.833333,1.666667,0.341573,0.341573,0.341573,1.0,0.341573,1.0,0.909091,0.82069,0.835875,0.142308,0.341573
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://alansa.ru/,alansa.ru,3,0,,,homepage,ok,,77.7778,25130.0,1005611.0,3736.0,1366.0,0.36563169164882225,5.557,295.0,12.6644,90.0,1.0,15.0,2.0,18.0,1.0,51.0,1.0,125.0,1.0,1.0,1.0,118.0,3.0,2.0,1.0,0.666667,4.0,0.666667,52.0,0.031585,1.0,180.0,105.0,96.0,67.0,6.0,100.0,16.666667,41.5111,48.179872,28.104925,25.695931,17.933619,0.02499,0.4585,1.0,1.0,20.755556,0.2,0.4585,0.4585,0.305667,0.666667,0.4585,0.916667,0.927273,0.862069,0.947181,0.167642,0.4585
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://vipceiling.ru/nsk/,vipceiling.ru,4,0,,,content,ok,,66.6667,7692.0,364850.0,1118.0,568.0,0.5080500894454383,5.7809,54.0,20.7037,60.0,0.0,9.0,17.0,25.0,1.0,45.0,1.0,128.0,0.0,0.0,0.0,13.0,2.0,2.0,0.666667,0.666667,1.0,0.333333,6.0,0.011628,1.0,256.0,59.0,238.0,0.0,2.0,8.0,4.0,18.6333,228.980322,52.772809,212.880143,0.0,0.021083,0.417847,1.0,1.0,4.367188,0.416667,0.417847,0.278565,0.139282,0.222222,0.311435,0.716667,0.818182,0.882759,0.387597,0.131854,0.417847
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://новосибирск.натяжные-потолки24.рф/,новосибирск.натяжные-потолки24.рф,5,0,,,homepage,ok,,55.5556,22667.0,173049.0,3343.0,1355.0,0.4053245587795393,5.5208,328.0,10.1921,37.0,1.0,3.0,0.0,4.0,1.0,58.0,1.0,234.0,0.0,0.0,0.0,55.0,2.0,2.0,0.666667,0.666667,3.0,0.666667,11.0,0.016452,1.0,221.0,97.0,209.0,28.0,5.0,26.0,5.2,90.3514,66.108286,29.015854,62.518696,8.37571,0.130986,0.420706,1.0,1.0,15.126697,0.108108,0.420706,0.280471,0.280471,0.444444,0.420706,0.8,0.945455,0.386207,0.54841,0.170522,0.420706
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://nskpotolki.ru/,nskpotolki.ru,6,0,,,homepage,ok,,44.4444,15016.0,130094.0,2090.0,854.0,0.40861244019138754,5.8933,97.0,21.5464,57.0,1.0,9.0,49.0,59.0,1.0,66.0,1.0,144.0,0.0,0.0,0.0,33.0,2.0,2.0,0.666667,0.666667,2.0,0.666667,11.0,0.015789,1.0,151.0,62.0,221.0,24.0,3.0,57.0,19.0,36.6667,72.248804,29.665072,105.741627,11.483254,0.115424,0.42653,1.0,1.0,13.84106,1.035088,0.42653,0.284353,0.284353,0.444444,0.42653,0.8,0.8,0.993103,0.526316,0.174285,0.42653
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://www.avanta-nsk.ru/,avanta-nsk.ru,7,0,,,homepage,ok,,33.3333,5454.0,209029.0,805.0,384.0,0.47701863354037266,5.6112,41.0,19.6341,94.0,1.0,3.0,17.0,21.0,1.0,60.0,1.0,138.0,0.0,0.0,0.0,17.0,3.0,3.0,1.0,1.0,2.0,0.666667,13.0,0.021118,1.0,82.0,59.0,33.0,2.0,3.0,35.0,11.666667,8.5638,101.863354,73.291925,40.993789,2.484472,0.026092,0.474884,1.0,1.0,9.817073,0.223404,0.474884,0.474884,0.316589,0.666667,0.254854,0.916667,0.909091,0.951724,0.703934,0.101309,0.474884
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://novosibirsk-milana.ru/,novosibirsk-milana.ru,8,0,,,homepage,ok,,22.2222,15703.0,1064679.0,2221.0,836.0,0.37640702386312475,5.8217,168.0,13.2202,24.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,139.0,0.0,0.0,0.0,54.0,3.0,2.0,1.0,0.666667,0.0,0.0,5.0,0.024313,1.0,85.0,2.0,50.0,12.0,4.0,44.0,11.0,92.5417,38.271049,0.900495,22.512382,5.402972,0.014749,0.474032,1.0,1.0,26.129412,0.0,0.474032,0.474032,0.0,0.0,0.474032,0.75,0.672727,0.958621,0.810446,0.178429,0.474032
натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://provans54.ru/,provans54.ru,9,0,,,homepage,ok,,11.1111,27198.0,747678.0,3893.0,1617.0,0.41536090418700233,5.7367,268.0,14.5261,111.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,114.0,0.0,0.0,0.0,74.0,2.0,2.0,0.666667,0.666667,0.0,0.0,4.0,0.019008,0.666667,48.0,40.0,287.0,194.0,13.0,124.0,9.538462,35.0721,12.329823,10.274852,73.722065,49.833034,0.036377,0.276826,1.0,1.0,81.104167,0.0,0.184551,0.184551,0.0,0.0,0.276826,0.583333,0.872727,0.786207,0.422411,0.114983,0.276826
