query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score
входные двери Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://tsdveri.ru/catalog/vhodnye-dveri/,tsdveri.ru,8,0,,,product,ok,,22.2222,6236.0,374293.0,895.0,436.0,0.4871508379888268,5.7374,61.0,14.6721,7.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,255.0,0.0,0.0,0.0,38.0,2.0,2.0,0.5,0.5,0.0,0.0,10.0,0.042458,0.5,122.0,17.0,73.0,19.0,4.0,49.0,12.25,127.8571,136.312849,18.994413,81.564246,21.22905,0.016661,0.529843,1.0,1.0,7.336066,0.0,0.264921,0.264921,0.0,0.0,0.31614,0.5,0.727273,0.241379,0.292365,0.12834,0.529843
входные двери Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://2gis.ru/n_novgorod/search/Входные двери/rubricId/9972,2gis.ru,9,0,,,content,ok,,11.1111,5195.0,777143.0,635.0,299.0,0.47086614173228347,5.3858,41.0,15.4878,1.0,1.0,1.0,4.0,6.0,1.0,329.0,1.0,186.0,0.0,0.0,0.0,80.0,4.0,0.0,0.5,0.0,2.0,0.5,14.0,0.125984,1.0,93.0,25.0,57.0,0.0,1.0,23.0,23.0,635.0,146.456693,39.370079,89.76378,0.0,0.006685,0.53378,1.0,1.0,6.827957,6.0,0.53378,0.26689,0.26689,0.25,0.225967,0.7,0.0,0.717241,0.0,0.088667,0.53378
входные двери Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nn-dveri.ru/,nn-dveri.ru,10,0,,,homepage,ok,,0.0,1525.0,16373.0,249.0,146.0,0.5863453815261044,4.8112,13.0,19.1538,18.0,1.0,2.0,3.0,6.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.060241,1.0,28.0,19.0,22.0,1.0,1.0,9.0,9.0,13.8333,112.449799,76.305221,88.353414,4.016064,0.093141,0.560484,1.0,1.0,8.892857,0.333333,0.560484,0.0,0.0,0.0,0.09304,0.4,0.872727,0.0,0.0,0.045461,0.560484
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://vitakuhni.ru/,vitakuhni.ru,1,0,,,homepage,ok,,100.0,9241.0,71608.0,1306.0,546.0,0.41807044410413474,5.8155,50.0,26.12,9.0,1.0,2.0,4.0,7.0,1.0,68.0,1.0,151.0,0.0,0.0,0.0,54.0,4.0,3.0,0.75,0.75,3.0,0.5,19.0,0.041348,1.0,198.0,41.0,31.0,60.0,10.0,55.0,5.5,145.1111,151.607963,31.393568,23.7366,45.941807,0.12905,0.736174,1.0,1.0,6.59596,0.777778,0.736174,0.55213,0.368087,0.375,0.640962,0.7875,0.763636,0.958621,0.621746,0.223306,0.736174
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,mebelmsk.ru,2,0,,,content,ok,,88.8889,28534.0,373460.0,3975.0,1396.0,0.3511949685534591,6.001,247.0,16.0931,69.0,1.0,7.0,1.0,9.0,1.0,92.0,1.0,110.0,0.0,0.0,0.0,110.0,3.0,3.0,0.75,0.75,9.0,0.75,9.0,0.027673,0.75,425.0,155.0,253.0,1.0,4.0,44.0,11.0,57.6087,106.918239,38.993711,63.647799,0.251572,0.076404,0.623242,1.0,1.0,9.352941,0.130435,0.467431,0.467431,0.467431,0.5625,0.623242,0.8125,0.327273,0.758621,0.691824,0.218879,0.623242
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.kuxni.net/,kuxni.net,3,0,,,homepage,ok,,77.7778,40341.0,626855.0,6390.0,1360.0,0.21283255086071987,4.9786,859.0,7.4389,40.0,0.0,0.0,13.0,13.0,1.0,56.0,1.0,130.0,0.0,0.0,0.0,163.0,3.0,2.0,0.75,0.5,6.0,0.5,12.0,0.025509,1.0,454.0,162.0,277.0,9.0,4.0,61.0,15.25,159.75,71.048513,25.352113,43.348983,1.408451,0.064355,0.734294,1.0,1.0,14.07489,0.325,0.734294,0.55072,0.367147,0.375,0.734294,0.7875,0.981818,0.896552,0.850287,0.156282,0.734294
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://mebel-renessans.ru/kuhni,mebel-renessans.ru,4,0,,,content,ok,,66.6667,23657.0,709528.0,3471.0,1040.0,0.299625468164794,5.5863,256.0,13.5586,244.0,1.0,48.0,51.0,100.0,1.0,130.0,1.0,254.0,0.0,0.0,0.0,121.0,3.0,4.0,0.75,0.75,12.0,0.75,6.0,0.03486,1.0,630.0,340.0,556.0,1.0,22.0,349.0,15.863636,14.2254,181.503889,97.95448,160.184385,0.288101,0.033342,0.753733,1.0,1.0,5.509524,0.409836,0.753733,0.5653,0.5653,0.5625,0.753733,0.85,0.0,0.248276,0.837991,0.225838,0.753733
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.marya.ru/,marya.ru,5,0,,,homepage,ok,,55.5556,18714.0,540849.0,2518.0,955.0,0.37926926131850675,6.3082,95.0,26.5053,51.0,1.0,3.0,0.0,4.0,1.0,62.0,1.0,160.0,0.0,0.0,0.0,94.0,3.0,3.0,0.75,0.5,3.0,0.75,17.0,0.037331,1.0,400.0,16.0,351.0,4.0,5.0,29.0,5.8,49.3725,158.856235,6.354249,139.396346,1.588562,0.034601,0.611831,1.0,1.0,6.295,0.078431,0.611831,0.458873,0.458873,0.5625,0.611831,0.85,0.872727,0.896552,0.755626,0.232049,0.611831
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.100-kuhon.ru/,100-kuhon.ru,6,0,,,homepage,ok,,44.4444,18622.0,155769.0,2703.0,1221.0,0.45172031076581576,5.6559,224.0,12.067,87.0,1.0,10.0,9.0,20.0,1.0,51.0,1.0,191.0,0.0,0.0,0.0,75.0,3.0,3.0,0.75,0.75,6.0,0.75,3.0,0.027747,1.0,203.0,60.0,99.0,3.0,9.0,97.0,10.777778,31.069,75.101739,22.197558,36.625971,1.109878,0.119549,0.761313,0.75,1.0,13.315271,0.229885,0.761313,0.570985,0.570985,0.5625,0.761313,0.7875,0.927273,0.682759,0.924898,0.343901,0.761313
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://zavodkuhnirf.ru/,zavodkuhnirf.ru,7,0,,,homepage,ok,,33.3333,11073.0,177530.0,1550.0,535.0,0.34516129032258064,5.9445,119.0,13.0252,18.0,1.0,10.0,0.0,11.0,1.0,89.0,1.0,185.0,0.0,0.0,0.0,116.0,2.0,3.0,0.5,0.75,5.0,0.75,23.0,0.074839,1.0,315.0,156.0,54.0,5.0,7.0,33.0,4.714286,86.1111,203.225806,100.645161,34.83871,3.225806,0.062373,0.705746,1.0,1.0,4.920635,0.611111,0.705746,0.352873,0.529309,0.375,0.705746,0.7625,0.381818,0.724138,0.0,0.209763,0.705746
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://kuhniremiz.ru/,kuhniremiz.ru,8,0,,,homepage,ok,,22.2222,25805.0,207477.0,3721.0,1043.0,0.2803009943563558,5.7393,266.0,13.9887,75.0,1.0,3.0,1.0,5.0,1.0,83.0,1.0,199.0,0.0,0.0,0.0,131.0,3.0,4.0,0.75,0.75,4.0,0.75,21.0,0.035206,1.0,186.0,202.0,111.0,4.0,7.0,53.0,7.571429,49.6133,49.986563,54.286482,29.830691,1.07498,0.124375,0.645572,1.0,1.0,20.005376,0.066667,0.645572,0.484179,0.484179,0.5625,0.645572,0.85,0.490909,0.627586,0.82648,0.180954,0.645572
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://kuhni-veka.ru/,kuhni-veka.ru,9,0,,,homepage,ok,,11.1111,24569.0,1178390.0,3414.0,1312.0,0.38429994141769186,5.961,307.0,11.1205,195.0,1.0,17.0,14.0,31.0,1.0,31.0,1.0,140.0,0.0,0.0,0.0,139.0,2.0,3.0,0.5,0.75,22.0,0.75,35.0,0.040715,1.0,126.0,275.0,63.0,47.0,11.0,99.0,9.0,17.5077,36.906854,80.550674,18.453427,13.766842,0.02085,0.664502,1.0,1.0,27.095238,0.158974,0.664502,0.332251,0.498377,0.375,0.664502,0.7625,0.563636,0.965517,0.642843,0.255368,0.664502
кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://stolichniekuhni.ru/,stolichniekuhni.ru,10,0,,,homepage,ok,,0.0,7613.0,909791.0,1095.0,585.0,0.5342465753424658,5.6082,47.0,23.2979,28.0,1.0,0.0,0.0,1.0,1.0,74.0,1.0,244.0,0.0,0.0,0.0,50.0,4.0,1.0,0.75,0.25,3.0,0.75,12.0,0.045662,1.0,126.0,19.0,27.0,0.0,3.0,25.0,8.333333,39.1071,115.068493,17.351598,24.657534,0.0,0.008368,0.819452,1.0,1.0,8.690476,0.035714,0.819452,0.614589,0.614589,0.5625,0.5982,0.85,0.654545,0.317241,0.47793,0.266322,0.819452
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://lenkuhni.ru/,lenkuhni.ru,1,0,,,homepage,ok,,100.0,17401.0,881161.0,2554.0,931.0,0.3645262333594362,5.6124,162.0,15.7654,46.0,1.0,1.0,0.0,2.0,1.0,68.0,1.0,227.0,0.0,0.0,0.0,135.0,3.0,5.0,0.6,0.8,4.0,0.8,16.0,0.052858,1.0,406.0,176.0,112.0,7.0,15.0,244.0,16.266667,55.5217,158.966327,68.911511,43.85278,2.740799,0.019748,0.690023,1.0,1.0,6.29064,0.043478,0.690023,0.414014,0.552018,0.48,0.690023,0.81,0.763636,0.434483,0.238058,0.251531,0.690023
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://kupehouse.ru/proizvodstvo/,kupehouse.ru,2,0,,,content,ok,,88.8889,4949.0,299232.0,699.0,405.0,0.5793991416309013,5.9442,39.0,17.9231,14.0,0.0,6.0,6.0,12.0,1.0,12.0,1.0,150.0,0.0,0.0,0.0,32.0,0.0,4.0,0.0,0.8,8.0,0.8,19.0,0.04578,1.0,71.0,22.0,54.0,13.0,0.0,2.0,0.0,49.9286,101.573677,31.473534,77.253219,18.597997,0.016539,0.365921,1.0,0.75,9.84507,0.857143,0.365921,0.0,0.292737,0.0,0.170519,0.6,0.218182,0.965517,0.47401,0.082332,0.274441
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://vardek.ru/,vardek.ru,3,0,,,homepage,ok,,77.7778,6697.0,340997.0,948.0,489.0,0.5158227848101266,5.9346,35.0,27.0857,15.0,0.0,20.0,0.0,18.0,1.0,69.0,1.0,192.0,0.0,0.0,0.0,35.0,4.0,4.0,0.8,0.8,2.0,0.4,8.0,0.03692,1.0,112.0,57.0,58.0,0.0,4.0,20.0,5.0,63.2,118.14346,60.126582,61.181435,0.0,0.019639,0.583798,1.0,1.0,8.464286,1.2,0.583798,0.467038,0.233519,0.32,0.36896,0.78,0.745455,0.675862,0.769339,0.158598,0.583798
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://forestgrant.ru/,forestgrant.ru,5,0,,,homepage,ok,,55.5556,40421.0,609918.0,5576.0,2046.0,0.3669296987087518,6.047,462.0,12.0693,65.0,1.0,10.0,1.0,12.0,1.0,67.0,1.0,177.0,0.0,0.0,0.0,176.0,3.0,5.0,0.6,0.8,6.0,0.8,40.0,0.031564,1.0,179.0,605.0,197.0,10.0,11.0,119.0,10.818182,85.7846,32.101865,108.500717,35.329986,1.7934,0.066273,0.567595,1.0,1.0,31.150838,0.184615,0.567595,0.340557,0.454076,0.48,0.567595,0.81,0.781818,0.77931,0.947872,0.208267,0.567595
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://petro-mebel.com/kuhni-na-zakaz/,petro-mebel.com,6,0,,,content,ok,,44.4444,14905.0,117118.0,2229.0,928.0,0.41633019291161955,5.5002,161.0,13.8447,38.0,1.0,2.0,2.0,5.0,1.0,96.0,1.0,294.0,0.0,0.0,0.0,129.0,4.0,4.0,0.8,0.6,4.0,0.6,21.0,0.057873,1.0,236.0,112.0,210.0,1.0,2.0,7.0,3.5,58.6579,105.877075,50.246747,94.212651,0.448632,0.127265,0.592357,1.0,1.0,9.444915,0.131579,0.592357,0.473886,0.355414,0.48,0.592357,0.83,0.254545,0.0,0.070884,0.246616,0.592357
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://lavellakitchen.ru/,lavellakitchen.ru,7,0,,,homepage,ok,,33.3333,15379.0,308883.0,2209.0,1004.0,0.4545043005885016,5.7945,119.0,18.563,35.0,1.0,8.0,2.0,10.0,1.0,105.0,1.0,211.0,0.0,0.0,0.0,109.0,5.0,6.0,0.8,0.6,10.0,0.6,14.0,0.049344,1.0,479.0,78.0,298.0,3.0,3.0,31.0,10.333333,63.1143,216.840199,35.310095,134.902671,1.358081,0.049789,0.607958,1.0,1.0,4.611691,0.285714,0.607958,0.486366,0.364775,0.48,0.607958,0.83,0.090909,0.544828,0.355214,0.27632,0.607958
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://www.1mf.ru/,1mf.ru,8,0,,,homepage,ok,,22.2222,14437.0,390584.0,2232.0,806.0,0.3611111111111111,5.1698,173.0,12.9017,187.0,1.0,3.0,0.0,4.0,1.0,60.0,1.0,368.0,0.0,0.0,0.0,79.0,1.0,2.0,0.2,0.4,2.0,0.4,27.0,0.035394,1.0,300.0,65.0,162.0,18.0,1.0,9.0,9.0,11.9358,134.408602,29.121864,72.580645,8.064516,0.036963,0.465755,1.0,1.0,7.44,0.02139,0.465755,0.093151,0.186302,0.08,0.465755,0.57,0.909091,0.0,0.820191,0.168189,0.465755
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://kuhni-kristall.ru/,kuhni-kristall.ru,9,0,,,homepage,ok,,11.1111,16947.0,234202.0,2441.0,941.0,0.3854977468250717,5.7984,154.0,15.8506,29.0,1.0,11.0,68.0,80.0,1.0,61.0,1.0,291.0,0.0,0.0,0.0,154.0,4.0,5.0,0.6,0.8,55.0,0.8,6.0,0.063089,1.0,409.0,74.0,35.0,2.0,6.0,37.0,6.166667,84.1724,167.554281,30.315444,14.338386,0.819336,0.072361,0.773207,1.0,1.0,5.968215,2.758621,0.773207,0.463924,0.618566,0.48,0.773207,0.81,0.890909,0.0,0.0,0.29807,0.773207
кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://kuhnihome.spb.ru/,kuhnihome.spb.ru,10,0,,,homepage,ok,,0.0,30507.0,222291.0,4704.0,1790.0,0.38052721088435376,4.9109,64.0,73.5,5.0,1.0,4.0,3.0,8.0,1.0,50.0,1.0,140.0,0.0,0.0,0.0,172.0,4.0,5.0,0.8,1.0,7.0,0.6,35.0,0.036565,1.0,106.0,52.0,44.0,4.0,8.0,56.0,7.0,940.8,22.534014,11.054422,9.353741,0.85034,0.137239,0.628484,1.0,1.0,44.377358,1.6,0.628484,0.502787,0.37709,0.48,0.628484,0.83,0.909091,0.965517,0.781179,0.239155,0.628484
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://kitchenrm.ru/,kitchenrm.ru,1,0,,,homepage,ok,,100.0,16137.0,668326.0,2375.0,950.0,0.4,5.7065,42.0,56.5476,7.0,1.0,2.0,0.0,3.0,1.0,68.0,1.0,204.0,0.0,0.0,0.0,57.0,4.0,2.0,0.75,0.5,2.0,0.25,30.0,0.024,1.0,420.0,342.0,36.0,10.0,126.0,254.0,2.015873,339.2857,176.842105,144.0,15.157895,4.210526,0.024145,0.585756,1.0,1.0,5.654762,0.428571,0.585756,0.439317,0.146439,0.1875,0.585756,0.725,0.763636,0.593103,0.8,0.234302,0.585756
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://www.lovekuhnya.ru/,lovekuhnya.ru,2,0,,,homepage,ok,,88.8889,21669.0,792958.0,3316.0,952.0,0.2870928829915561,5.3121,180.0,18.4222,247.0,1.0,13.0,4.0,18.0,1.0,109.0,1.0,203.0,0.0,0.0,0.0,302.0,3.0,1.0,0.75,0.25,8.0,1.0,24.0,0.091074,1.0,752.0,458.0,189.0,8.0,3.0,46.0,15.333333,13.4251,226.779252,138.118215,56.996381,2.412545,0.027327,0.567388,1.0,1.0,4.409574,0.072874,0.567388,0.425541,0.567388,0.75,0.567388,0.9125,0.018182,0.6,0.0,0.162893,0.567388
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://na-zakaz-mebel.com/,na-zakaz-mebel.com,3,0,,,homepage,ok,,77.7778,14549.0,158487.0,2132.0,889.0,0.4169793621013133,5.5924,153.0,13.9346,174.0,1.0,15.0,58.0,74.0,1.0,46.0,1.0,169.0,0.0,0.0,0.0,106.0,4.0,3.0,1.0,0.75,29.0,1.0,22.0,0.049719,1.0,225.0,109.0,96.0,12.0,3.0,87.0,29.0,12.2529,105.534709,51.125704,45.028143,5.628518,0.091799,0.51346,1.0,1.0,9.475556,0.425287,0.51346,0.51346,0.51346,1.0,0.51346,1.0,0.836364,0.834483,0.342714,0.214102,0.51346
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://ekaterinburg.vernokuhni.ru/,ekaterinburg.vernokuhni.ru,4,0,,,homepage,ok,,66.6667,33116.0,319202.0,4780.0,1291.0,0.2700836820083682,5.741,358.0,13.352,2.0,1.0,0.0,5.0,6.0,1.0,99.0,1.0,193.0,0.0,0.0,0.0,140.0,3.0,4.0,0.5,0.75,3.0,0.75,11.0,0.029289,1.0,354.0,72.0,38.0,1.0,4.0,30.0,7.5,2390.0,74.058577,15.062762,7.949791,0.209205,0.103746,0.571556,1.0,1.0,13.502825,3.0,0.571556,0.285778,0.428667,0.375,0.571556,0.7625,0.2,0.668966,0.97629,0.154368,0.571556
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://ekaterinburg.marya.ru/,ekaterinburg.marya.ru,5,0,,,homepage,ok,,55.5556,18079.0,515784.0,2393.0,930.0,0.38863351441704974,6.4438,91.0,26.2967,50.0,1.0,2.0,0.0,3.0,1.0,62.0,1.0,167.0,0.0,0.0,0.0,89.0,3.0,3.0,0.75,0.5,3.0,0.75,17.0,0.037192,1.0,399.0,16.0,342.0,8.0,5.0,29.0,5.8,47.86,166.736314,6.686168,142.916841,3.343084,0.035051,0.552772,1.0,1.0,5.997494,0.06,0.552772,0.414579,0.414579,0.5625,0.552772,0.85,0.872727,0.848276,0.760273,0.214826,0.552772
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://е-кухни.рф/,е-кухни.рф,6,0,,,homepage,ok,,44.4444,10655.0,589439.0,1578.0,598.0,0.37896070975918883,5.571,85.0,18.5647,7.0,2.0,4.0,0.0,6.0,1.0,39.0,1.0,247.0,0.0,0.0,0.0,85.0,3.0,4.0,0.75,0.5,10.0,0.75,21.0,0.053866,1.0,26.0,200.0,6.0,3.0,7.0,249.0,35.571429,225.4286,16.476553,126.742712,3.802281,1.901141,0.018077,0.539499,1.0,1.0,60.692308,0.857143,0.539499,0.404624,0.404624,0.5625,0.539499,0.85,0.709091,0.296552,0.204478,0.179234,0.539499
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://www.vkuskuhni.ru/,vkuskuhni.ru,7,0,,,homepage,ok,,33.3333,10556.0,97881.0,1463.0,742.0,0.507177033492823,6.0533,78.0,18.7564,7.0,1.0,5.0,0.0,6.0,1.0,83.0,1.0,177.0,0.0,0.0,0.0,67.0,3.0,0.0,0.75,0.0,11.0,0.75,10.0,0.045796,1.0,141.0,44.0,144.0,4.0,6.0,30.0,5.0,209.0,96.377307,30.075188,98.427888,2.734108,0.107845,0.689096,1.0,1.0,10.375887,0.857143,0.689096,0.516822,0.516822,0.5625,0.672098,0.85,0.490909,0.77931,0.473456,0.284061,0.689096
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://ekuhni96.ru/,ekuhni96.ru,8,0,,,homepage,ok,,22.2222,3757.0,500653.0,548.0,278.0,0.5072992700729927,5.719,18.0,30.4444,51.0,0.0,0.0,1.0,1.0,1.0,79.0,1.0,173.0,0.0,0.0,0.0,38.0,3.0,3.0,0.75,0.75,1.0,0.25,17.0,0.069343,1.0,41.0,64.0,0.0,21.0,0.0,46.0,0.0,10.7451,74.817518,116.788321,0.0,38.321168,0.007504,0.48137,1.0,0.5,13.365854,0.019608,0.48137,0.361028,0.120343,0.1875,0.175861,0.725,0.563636,0.806897,0.0,0.074345,0.240685
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://d-kitchen.ru/,d-kitchen.ru,9,0,,,homepage,ok,,11.1111,1149.0,59029.0,167.0,115.0,0.688622754491018,5.7725,2.0,83.5,1.0,1.0,1.0,0.0,2.0,1.0,30.0,1.0,195.0,0.0,0.0,0.0,18.0,3.0,4.0,0.75,0.75,4.0,0.75,18.0,0.107784,0.75,5.0,86.0,75.0,0.0,2.0,47.0,23.5,167.0,29.94012,514.97006,449.101796,0.0,0.019465,0.429702,1.0,1.0,33.4,2.0,0.322276,0.322276,0.322276,0.5625,0.04784,0.8125,0.545455,0.655172,0.0,0.027453,0.429702
кухни на заказ Екатеринбург,кухни на заказ,commercial,Екатеринбург,54,https://dom-mania.ru/,dom-mania.ru,10,0,,,homepage,ok,,0.0,6795.0,620603.0,996.0,500.0,0.5020080321285141,5.6275,58.0,17.1724,37.0,0.0,17.0,41.0,17.0,1.0,30.0,1.0,108.0,0.0,0.0,0.0,44.0,3.0,3.0,0.75,0.75,8.0,0.75,13.0,0.044177,1.0,60.0,74.0,10.0,0.0,2.0,10.0,5.0,26.9189,60.240964,74.297189,10.040161,0.0,0.010949,0.661918,1.0,1.0,16.6,0.459459,0.661918,0.496439,0.496439,0.5625,0.439514,0.85,0.545455,0.744828,0.527443,0.183866,0.661918
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://www.kuhni-nsk.ru/catalog/kuhni/na-zakaz/,kuhni-nsk.ru,1,0,,,product,ok,,100.0,10794.0,221947.0,1678.0,814.0,0.48510131108462456,5.2741,96.0,17.4792,5.0,1.0,2.0,3.0,6.0,1.0,64.0,1.0,189.0,0.0,0.0,0.0,121.0,3.0,6.0,0.75,0.75,12.0,0.75,40.0,0.07211,1.0,242.0,65.0,287.0,26.0,7.0,171.0,24.428571,335.6,144.219309,38.736591,171.036949,15.494636,0.048633,0.456155,1.0,1.0,6.933884,1.2,0.456155,0.342116,0.342116,0.5625,0.456155,0.85,0.836364,0.696552,0.0,0.206283,0.456155
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://www.kukhni-novosibirsk.ru/,kukhni-novosibirsk.ru,2,0,,,homepage,ok,,88.8889,13019.0,718380.0,1813.0,517.0,0.2851627137341423,5.8406,177.0,10.2429,134.0,3.0,0.0,0.0,1.0,1.0,72.0,1.0,176.0,1.0,1.0,1.0,43.0,4.0,3.0,1.0,0.75,3.0,0.75,14.0,0.023718,1.0,341.0,405.0,0.0,327.0,40.0,160.0,4.0,13.5299,188.086045,223.386652,0.0,180.364038,0.018123,0.444847,1.0,0.75,5.316716,0.007463,0.444847,0.444847,0.333635,0.75,0.444847,0.9375,0.690909,0.786207,0.790587,0.126854,0.333635
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://promebelnsk.ru/kuhni,promebelnsk.ru,3,0,,,content,ok,,77.7778,24315.0,4642188.0,3391.0,856.0,0.2524329106458272,5.6786,123.0,27.5691,313.0,3.0,7.0,14.0,24.0,1.0,102.0,1.0,118.0,0.0,0.0,0.0,82.0,4.0,2.0,1.0,0.5,4.0,0.75,10.0,0.024182,1.0,439.0,107.0,45.0,0.0,27.0,87.0,3.222222,10.8339,129.460336,31.554114,13.270422,0.0,0.005238,0.406043,1.0,1.0,7.724374,0.076677,0.406043,0.406043,0.304532,0.75,0.406043,0.9375,0.145455,0.813793,0.806055,0.102499,0.406043
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://novosibirsk.marya.ru/,novosibirsk.marya.ru,4,0,,,homepage,ok,,66.6667,18068.0,487840.0,2382.0,946.0,0.3971452560873216,6.4777,82.0,29.0488,52.0,1.0,0.0,0.0,1.0,1.0,62.0,1.0,166.0,0.0,0.0,0.0,87.0,3.0,3.0,0.75,0.5,3.0,0.75,17.0,0.036524,1.0,391.0,16.0,337.0,8.0,5.0,29.0,5.8,45.8077,164.147775,6.717045,141.47775,3.358522,0.037037,0.552612,1.0,1.0,6.092072,0.019231,0.552612,0.414459,0.414459,0.5625,0.552612,0.85,0.872727,0.855172,0.782536,0.219467,0.552612
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://feniks-kuhni-nsk.ru/,feniks-kuhni-nsk.ru,6,0,,,homepage,ok,,44.4444,14512.0,760827.0,2232.0,430.0,0.19265232974910393,5.3132,112.0,19.9286,706.0,4.0,12.0,22.0,38.0,1.0,67.0,1.0,167.0,0.0,0.0,0.0,34.0,3.0,3.0,0.75,0.75,12.0,0.75,12.0,0.015233,1.0,183.0,119.0,0.0,278.0,0.0,56.0,0.0,3.1615,81.989247,53.315412,0.0,124.551971,0.019074,0.345232,1.0,0.5,12.196721,0.053824,0.345232,0.258924,0.258924,0.5625,0.345232,0.85,0.781818,0.848276,0.507766,0.06651,0.172616
кухни на заказ Новосибирск,кухни на заказ,commercial,Новосибирск,65,https://alexandr-kuhni.ru/nsk,alexandr-kuhni.ru,7,0,,,content,ok,,33.3333,15373.0,887540.0,2406.0,770.0,0.3200332502078138,5.0702,112.0,21.4821,36.0,1.0,1.0,0.0,2.0,1.0,29.0,1.0,67.0,0.0,0.0,0.0,70.0,3.0,3.0,0.75,0.75,2.0,0.25,16.0,0.029094,1.0,66.0,41.0,86.0,94.0,8.0,108.0,13.5,66.8333,27.431421,17.040732,35.743973,39.068994,0.017321,0.59732,1.0,1.0,36.454545,0.055556,0.59732,0.44799,0.14933,0.1875,0.59732,0.725,0.527273,0.462069,0.969798,0.191162,0.59732
